model,dataset,sample_id,context_length,block_index,lookback_start,lookback_end,method,perturbation_type,layer,clean_loss,intervened_loss,loss_delta,prediction_distance,recovery_score,attribution_score,seed,requested_context_length,horizon,metric,prediction_distance_norm,severity,loss_recovery
Chronos2-Base,synthetic,synth_42_11,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.06284827925264835,0.22065270878374577,0.1578044295310974,0.19873046875,,,42,8192,64,mae,0.12433175499013711,,
Chronos2-Base,synthetic,synth_42_12,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,4.988098198431544,4.5547048466978595,-0.43339335173368454,0.6038818359375,,,42,8192,64,mae,0.1676551326731081,,
Chronos2-Base,synthetic,synth_42_14,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.362325343012344,1.509908350824844,0.1475830078125,0.151123046875,,,42,8192,64,mae,0.11165727168947723,,
Chronos2-Base,synthetic,synth_42_16,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2303695377195254,0.24366666155401617,0.013297123834490776,0.100189208984375,,,42,8192,64,mae,0.31879976678653577,,
Chronos2-Base,synthetic,synth_42_17,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.057741246186196804,0.06319657806307077,0.00545533187687397,0.00732421875,,,42,8192,64,mae,0.007861635218807273,,
Chronos2-Base,synthetic,synth_42_18,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.244285312743159,0.2534691490291152,0.009183836285956204,0.04582929611206055,,,42,8192,64,mae,0.2786585327848433,,
Chronos2-Base,synthetic,synth_42_19,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.1371163735166192,0.1849263934418559,0.0478100199252367,0.06243896484375,,,42,8192,64,mae,0.07159854422009432,,
Chronos2-Base,synthetic,synth_42_21,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2989041495602578,0.32490318804048,0.025999038480222225,0.052825927734375,,,42,8192,64,mae,0.13697871324670957,,
Chronos2-Base,synthetic,synth_42_22,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.6428283457644284,1.8222708241082728,0.1794424783438444,0.18242692947387695,,,42,8192,64,mae,0.6515863996349945,,
Chronos2-Base,synthetic,synth_42_23,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5547654373804107,0.5834482818609104,0.028682844480499625,0.11902618408203125,,,42,8192,64,mae,0.8123828360426161,,
Chronos2-Base,synthetic,synth_42_24,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.492926133563742,1.527311630314216,0.034385496750473976,0.2410717010498047,,,42,8192,64,mae,0.42381230204571496,,
Chronos2-Base,synthetic,synth_42_25,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5404022972434177,0.5631639138664468,0.022761616623029113,0.03904533386230469,,,42,8192,64,mae,0.16706656209246487,,
Chronos2-Base,synthetic,synth_42_26,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.11168522662148916,0.10761293065399968,-0.004072295967489481,0.013153076171875,,,42,8192,64,mae,0.1797518503095279,,
Chronos2-Base,synthetic,synth_42_27,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.6988904570025625,0.7228708361071767,0.023980379104614258,0.0665888786315918,,,42,8192,64,mae,0.16628161488399817,,
Chronos2-Base,synthetic,synth_42_28,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.6497308015823364,0.6709255576133728,0.021194756031036377,0.07080078125,,,42,8192,64,mae,0.028755577588656066,,
Chronos2-Base,synthetic,synth_42_29,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8710170828271657,0.9188686453271657,0.0478515625,0.069091796875,,,42,8192,64,mae,0.11173901238446789,,
Chronos2-Base,synthetic,synth_42_30,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2845323933288455,0.2786730183288455,-0.005859375,0.027099609375,,,42,8192,64,mae,0.023606975751784675,,
Chronos2-Base,synthetic,synth_42_31,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.3144982566591352,1.4175256004091352,0.10302734375,0.1092529296875,,,42,8192,64,mae,0.16289016285221597,,
Chronos2-Base,synthetic,synth_42_32,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,2.2137190808643936,2.3010590371777653,0.08733995631337166,0.112548828125,,,42,8192,64,mae,0.0594072164899458,,
Chronos2-Base,synthetic,synth_42_33,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7112699011195218,0.7665963182080304,0.055326417088508606,0.08399295806884766,,,42,8192,64,mae,0.20947218699323603,,
Chronos2-Base,synthetic,synth_42_34,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7761012546980055,0.7840968601667555,0.00799560546875,0.030029296875,,,42,8192,64,mae,0.0792142971819693,,
Chronos2-Base,synthetic,synth_42_35,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.048932856880128384,0.07521198969334364,0.026279132813215256,0.08843994140625,,,42,8192,64,mae,0.13888622636293024,,
Chronos2-Base,synthetic,synth_42_37,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5227646417915821,0.5301508158445358,0.00738617405295372,0.0103759765625,,,42,8192,64,mae,0.010313030816161044,,
Chronos2-Base,synthetic,synth_42_38,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5723662708187476,0.868291437276639,0.29592516645789146,0.515625,,,42,8192,64,mae,0.3063977948359068,,
Chronos2-Base,synthetic,synth_42_39,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.4083618339063833,1.6350679140450666,0.22670608013868332,0.24981689453125,,,42,8192,64,mae,0.27423785589936023,,
Chronos2-Base,synthetic,synth_42_40,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.3841579022118822,0.4384370312327519,0.05427912902086973,0.0754547119140625,,,42,8192,64,mae,0.2468303882136596,,
Chronos2-Base,synthetic,synth_42_41,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7859171941527165,0.7603463507839479,-0.025570843368768692,0.12629389762878418,,,42,8192,64,mae,0.31855869041099305,,
Chronos2-Base,synthetic,synth_42_43,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.27885045390576124,0.23377688881009817,-0.04507356509566307,0.0965576171875,,,42,8192,64,mae,0.08944928190495363,,
Chronos2-Base,synthetic,synth_42_44,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.34817543951794505,0.2273566066287458,-0.12081883288919926,0.2223663330078125,,,42,8192,64,mae,0.21830247465043717,,
Chronos2-Base,synthetic,synth_42_45,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.3598653692897642,1.495743528023013,0.1358781587332487,0.1721954345703125,,,42,8192,64,mae,0.14413068187189934,,
Chronos2-Base,synthetic,synth_42_46,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.21127515798434615,0.1933946399949491,-0.01788051798939705,0.10186767578125,,,42,8192,64,mae,0.09704052559751011,,
Chronos2-Base,synthetic,synth_42_47,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.470325717702508,0.5344683611765504,0.06414264347404242,0.114837646484375,,,42,8192,64,mae,0.14888229472750633,,
Chronos2-Base,synthetic,synth_42_48,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.1488266936103173,1.1714669218818017,0.022640228271484375,0.040134429931640625,,,42,8192,64,mae,0.11284873052287024,,
Chronos2-Base,synthetic,synth_42_49,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8456647165639879,0.842600978217888,-0.0030637383460998535,0.021380841732025146,,,42,8192,64,mae,0.10949273170432294,,
Chronos2-Base,synthetic,synth_42_50,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.0979040153324604,1.4852893836796284,0.38738536834716797,0.38738536834716797,,,42,8192,64,mae,0.8141645952589739,,
Chronos2-Base,synthetic,synth_42_51,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.07574963197112083,0.1444094218313694,0.06865978986024857,0.07958984375,,,42,8192,64,mae,0.04354213970510659,,
Chronos2-Base,synthetic,synth_42_52,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.3462324150605127,1.4552005276782438,0.1089681126177311,0.110595703125,,,42,8192,64,mae,0.06608315097851303,,
Chronos2-Base,synthetic,synth_42_53,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.23248244309797883,0.23370314622297883,0.001220703125,0.0164794921875,,,42,8192,64,mae,0.016712057437312276,,
Chronos2-Base,synthetic,synth_42_54,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2486980855173897,0.2666552567097824,0.017957171192392707,0.029323101043701172,,,42,8192,64,mae,0.15291329720281027,,
Chronos2-Base,synthetic,synth_42_55,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.0223562684041099,0.9923158254605369,-0.030040442943572998,0.07959336042404175,,,42,8192,64,mae,0.31538137046804005,,
Chronos2-Base,synthetic,synth_42_56,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.0445767736855487,0.8903048469546775,-0.1542719267308712,0.2239990234375,,,42,8192,64,mae,0.20253863131796365,,
Chronos2-Base,synthetic,synth_42_57,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.6440268899314106,0.7162065721349791,0.07217968220356852,0.10542488098144531,,,42,8192,64,mae,0.38655150687694034,,
Chronos2-Base,synthetic,synth_42_58,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.8102230074582621,1.8907770056976005,0.0805539982393384,0.089202880859375,,,42,8192,64,mae,0.17672309547129247,,
Chronos2-Base,synthetic,synth_42_59,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.04779220838099718,0.04763962049037218,-0.000152587890625,0.002227783203125,,,42,8192,64,mae,0.0062526766567868345,,
Chronos2-Base,synthetic,synth_42_60,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.1006939088110812,1.123004601628054,0.022310692816972733,0.0411376953125,,,42,8192,64,mae,0.03403009188694754,,
Chronos2-Base,synthetic,synth_42_61,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7152723692997824,0.6424731346487533,-0.07279923465102911,0.09429192543029785,,,42,8192,64,mae,0.5087074351384655,,
Chronos2-Base,synthetic,synth_42_62,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.9093201883370057,0.9468167364830151,0.037496548146009445,0.1103973388671875,,,42,8192,64,mae,0.15943146757089954,,
Chronos2-Base,synthetic,synth_42_65,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8948384836548939,0.9258981548482552,0.031059671193361282,0.07144618034362793,,,42,8192,64,mae,0.29198288619271245,,
Chronos2-Base,synthetic,synth_42_66,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.9459247283521108,0.9984871247434057,0.0525623963912949,0.15898573398590088,,,42,8192,64,mae,2.651882819973443,,
Chronos2-Base,synthetic,synth_42_67,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.21011613309383392,0.28522447124123573,0.07510833814740181,0.1201171875,,,42,8192,64,mae,0.0734383162852451,,
Chronos2-Base,synthetic,synth_42_68,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.70959669619333,0.7700572338653728,0.06046053767204285,0.1050262451171875,,,42,8192,64,mae,0.18124605008805666,,
Chronos2-Base,synthetic,synth_42_69,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.050999533385038376,0.07742680981755257,0.02642727643251419,0.0543212890625,,,42,8192,64,mae,0.043032588719168194,,
Chronos2-Base,synthetic,synth_42_70,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.16480621346272528,0.13896145555190742,-0.02584475791081786,0.0286102294921875,,,42,8192,64,mae,0.15184645274093717,,
Chronos2-Base,synthetic,synth_42_71,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.4067525952850701,1.376360816488159,-0.03039177879691124,0.04638671875,,,42,8192,64,mae,0.039394567691226935,,
Chronos2-Base,synthetic,synth_42_72,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2118800776079297,0.20876640174537897,-0.0031136758625507355,0.0235595703125,,,42,8192,64,mae,0.015344251866780042,,
Chronos2-Base,synthetic,synth_42_73,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8189267047564499,1.0625048761139624,0.24357817135751247,0.323394775390625,,,42,8192,64,mae,0.660743234606372,,
Chronos2-Base,synthetic,synth_42_74,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.0630469254683703,1.2613868124317378,0.19833988696336746,0.319091796875,,,42,8192,64,mae,0.13098817397436036,,
Chronos2-Base,synthetic,synth_42_75,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.5998077107069548,1.9311065388319548,0.331298828125,0.345947265625,,,42,8192,64,mae,0.14890710381512184,,
Chronos2-Base,synthetic,synth_42_76,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.9013789044693112,0.8378339456394315,-0.06354495882987976,0.0869140625,,,42,8192,64,mae,0.03564277132330683,,
Chronos2-Base,synthetic,synth_42_77,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7364035211503506,0.963014792650938,0.22661127150058746,0.2413330078125,,,42,8192,64,mae,0.09400408919593337,,
Chronos2-Base,synthetic,synth_42_78,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8776890201934293,0.8719478561051801,-0.0057411640882492065,0.0146484375,,,42,8192,64,mae,0.010390509999714274,,
Chronos2-Base,synthetic,synth_42_79,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.2101155430427752,1.3069582976750098,0.09684275463223457,0.142822265625,,,42,8192,64,mae,0.1341743119069102,,
Chronos2-Base,synthetic,synth_42_80,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.19202094338834286,0.3697281815111637,0.17770723812282085,0.19183349609375,,,42,8192,64,mae,0.2880315248591128,,
Chronos2-Base,synthetic,synth_42_81,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.3017112580128014,0.2304221955128014,-0.0712890625,0.0712890625,,,42,8192,64,mae,0.07532568036935162,,
Chronos2-Base,synthetic,synth_42_82,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.3270428067189641,1.3233806973439641,-0.003662109375,0.022705078125,,,42,8192,64,mae,0.018051242233782457,,
Chronos2-Base,synthetic,synth_42_83,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8198527884669602,0.8291287156753242,0.00927592720836401,0.056877851486206055,,,42,8192,64,mae,0.20405347600440632,,
Chronos2-Base,synthetic,synth_42_84,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.5240409042453393,1.5203832251718268,-0.003657679073512554,0.0573883056640625,,,42,8192,64,mae,0.14650202549469535,,
Chronos2-Base,synthetic,synth_42_85,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7060026413164451,0.775808092985244,0.06980545166879892,0.316680908203125,,,42,8192,64,mae,0.22360850731258486,,
Chronos2-Base,synthetic,synth_42_86,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.213891091523692,0.18739641993306577,-0.02649467159062624,0.0296478271484375,,,42,8192,64,mae,0.11177587291350256,,
Chronos2-Base,synthetic,synth_42_87,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8163353110430762,0.8102495333878323,-0.006085777655243874,0.019805908203125,,,42,8192,64,mae,0.017574264126026154,,
Chronos2-Base,synthetic,synth_42_88,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.3001684511109488,0.4409934853174491,0.14082503420650028,0.19498735666275024,,,42,8192,64,mae,1.0224180018226539,,
Chronos2-Base,synthetic,synth_42_89,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.25395943116382114,0.2748926624226442,0.02093323125882307,0.06138765811920166,,,42,8192,64,mae,0.4931347982609929,,
Chronos2-Base,synthetic,synth_42_90,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.13556496484670788,0.13931224367115647,0.0037472788244485855,0.046051025390625,,,42,8192,64,mae,0.10688482784054042,,
Chronos2-Base,synthetic,synth_42_91,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.22237411387050088,0.36018051566770737,0.1378064017972065,0.2861393988132477,,,42,8192,64,mae,1.1687398958340356,,
Chronos2-Base,synthetic,synth_42_92,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.3221445643685001,1.2737131678841251,-0.048431396484375,0.105682373046875,,,42,8192,64,mae,0.1363546875340341,,
Chronos2-Base,synthetic,synth_42_93,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.4245311893610051,0.4244091190485051,-0.0001220703125,0.04339599609375,,,42,8192,64,mae,0.07234432232547808,,
Chronos2-Base,synthetic,synth_42_94,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.5992724252864718,1.8398815942928195,0.24060916900634766,0.24060916900634766,,,42,8192,64,mae,0.9169334873680084,,
Chronos2-Base,synthetic,synth_42_95,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.21688260044902563,0.2041110061109066,-0.01277159433811903,0.0798797607421875,,,42,8192,64,mae,0.8878148038512298,,
Chronos2-Base,synthetic,synth_42_96,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.9378655285690911,1.9261467785690911,-0.01171875,0.075927734375,,,42,8192,64,mae,0.06367731366896939,,
Chronos2-Base,synthetic,synth_42_97,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.0444765530410223,1.0594660706701688,0.014989517629146576,0.062286376953125,,,42,8192,64,mae,0.059816535262557945,,
Chronos2-Base,synthetic,synth_42_98,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.1807250790297985,1.4887422416359186,1.30801716260612,1.4286465644836426,,,42,8192,64,mae,1.4995800697457284,,
Chronos2-Base,synthetic,synth_42_99,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7220185031183064,0.7330884714610875,0.011069968342781067,0.040771484375,,,42,8192,64,mae,0.03061832515568672,,
Chronos2-Base,synthetic,synth_42_100,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.13658790662884712,0.0621122382581234,-0.07447566837072372,0.15087890625,,,42,8192,64,mae,0.07634342185931318,,
Chronos2-Base,synthetic,synth_42_101,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.623555474972818,0.855763726925943,0.232208251953125,0.232208251953125,,,42,8192,64,mae,0.3028457710825644,,
Chronos2-Base,synthetic,synth_42_103,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.3018340420894674,0.3210771720841876,0.01924312999472022,0.05347675085067749,,,42,8192,64,mae,0.5930037796408869,,
Chronos2-Base,synthetic,synth_42_104,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,2.043624439626001,2.387435474782251,0.34381103515625,0.34405517578125,,,42,8192,64,mae,0.21163882107971485,,
Chronos2-Base,synthetic,synth_42_105,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7446793251147028,0.8000873118580785,0.05540798674337566,0.06497526168823242,,,42,8192,64,mae,0.5409773578317415,,
Chronos2-Base,synthetic,synth_42_106,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.49753106222487986,0.5057420029770583,0.00821094075217843,0.02335357666015625,,,42,8192,64,mae,0.07558957892213669,,
Chronos2-Base,synthetic,synth_42_107,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8056094931671396,0.7889784090220928,-0.01663108414504677,0.09091949462890625,,,42,8192,64,mae,0.4259351506415198,,
Chronos2-Base,synthetic,synth_42_108,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.48862511618062854,0.8348769932053983,0.3462518770247698,0.537139892578125,,,42,8192,64,mae,0.5769306410464834,,
Chronos2-Base,synthetic,synth_42_109,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.3608663798077032,0.66791679977905,0.30705041997134686,0.6243896484375,,,42,8192,64,mae,0.8268002907850474,,
Chronos2-Base,synthetic,synth_42_110,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2215249198488891,0.2968573863618076,0.07533246651291847,0.16033935546875,,,42,8192,64,mae,0.14784174684121365,,
Chronos2-Base,synthetic,synth_42_111,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.8275876928237267,0.8581599991885014,0.030572306364774704,0.07147216796875,,,42,8192,64,mae,0.06080589883914929,,
Chronos2-Base,synthetic,synth_42_112,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7384604140970623,0.7431121989939129,0.004651784896850586,0.008744955062866211,,,42,8192,64,mae,0.03441074678183064,,
Chronos2-Base,synthetic,synth_42_113,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,2.747122366941767,2.985542387730675,0.238420020788908,0.240478515625,,,42,8192,64,mae,0.07160511776346123,,
Chronos2-Base,synthetic,synth_42_114,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5603186348598683,0.7814105069410289,0.22109187208116055,0.2395329475402832,,,42,8192,64,mae,0.450894856561954,,
Chronos2-Base,synthetic,synth_42_115,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.3362309688527603,1.2666508907277603,-0.069580078125,0.070556640625,,,42,8192,64,mae,0.04416259168272249,,
Chronos2-Base,synthetic,synth_42_117,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.2650858173146844,0.3405405217781663,0.0754547044634819,0.13720703125,,,42,8192,64,mae,0.10519419746049148,,
Chronos2-Base,synthetic,synth_42_118,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.115543531399453,1.1092942339892033,-0.00624929741024971,0.02201080322265625,,,42,8192,64,mae,0.03095111653997759,,
Chronos2-Base,synthetic,synth_42_119,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.867049364343984,0.9066249895549845,0.03957562521100044,0.05781364440917969,,,42,8192,64,mae,0.06823420826259569,,
Chronos2-Base,synthetic,synth_42_120,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.42709794343682006,0.5271984914434142,0.10010054800659418,0.2270355224609375,,,42,8192,64,mae,0.34308706872548395,,
Chronos2-Base,synthetic,synth_42_121,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.26705565897282213,0.27802851086016744,0.010972851887345314,0.0272216796875,,,42,8192,64,mae,0.041901540764067276,,
Chronos2-Base,synthetic,synth_42_122,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.9612538657383993,0.9865711993770674,0.02531733363866806,0.0711669921875,,,42,8192,64,mae,0.06720461094109258,,
Chronos2-Base,synthetic,synth_42_123,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.6757165286689997,0.5212877262383699,-0.15442880243062973,0.21142578125,,,42,8192,64,mae,0.08106337170720954,,
Chronos2-Base,synthetic,synth_42_124,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7435091064398875,0.7734886408870807,0.029979534447193146,0.1185302734375,,,42,8192,64,mae,0.11342132926700395,,
Chronos2-Base,synthetic,synth_42_125,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.037894343957304955,0.0349446889013052,-0.002949655055999756,0.01806640625,,,42,8192,64,mae,0.022713321051400698,,
Chronos2-Base,synthetic,synth_42_126,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5770726849441417,0.5433589493040927,-0.03371373564004898,0.07407879829406738,,,42,8192,64,mae,0.23365584464620348,,
Chronos2-Base,synthetic,synth_42_127,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.39482400566339493,0.42111463844776154,0.026290632784366608,0.109130859375,,,42,8192,64,mae,0.04814735027673262,,
Chronos2-Base,synthetic,synth_42_129,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7880261256359518,0.7937316908501089,0.0057055652141571045,0.1136474609375,,,42,8192,64,mae,0.08562494250808426,,
Chronos2-Base,synthetic,synth_42_130,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.28933347639394924,0.2974292609724216,0.008095784578472376,0.0369110107421875,,,42,8192,64,mae,0.12081710112690204,,
Chronos2-Base,synthetic,synth_42_132,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,1.0445088745909743,0.9708532580989413,-0.073655616492033,0.1825113296508789,,,42,8192,64,mae,0.3267363582213222,,
Chronos2-Base,synthetic,synth_42_133,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.5871292668161914,0.5812416392145678,-0.005887627601623535,0.05036008358001709,,,42,8192,64,mae,0.2643543871357465,,
Chronos2-Base,synthetic,synth_42_134,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.022624444216489792,0.1284472420811653,0.10582279786467552,0.1270751953125,,,42,8192,64,mae,0.08698195186235488,,
Chronos2-Base,synthetic,synth_42_135,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.34623023025051225,0.29307678989425767,-0.05315344035625458,0.1005096435546875,,,42,8192,64,mae,0.2066834012514453,,
Chronos2-Base,synthetic,synth_42_136,8192,32,32,8192,context_decomposition,attention_mask/full_history_stats,,0.7035082882212009,0.7633837765024509,0.05987548828125,0.08148193359375,,,42,8192,64,mae,0.08137762875901697,,
